state,District Name,block,Annual Domestic and Industry Draft,Annual Irrigation Draft,Annual Groundwater Draft (Total),Annual Replenishable Groundwater Resources (Total),Natural Discharge During Non-Monsoon Season,Net Groundwater Availability,Stage of Groundwater Development (%)
TS,Jagtial,Velgatoor,189.963,3646.337,3836.3,4516.594,-9999.0,4064.934,94.375
AN,Nicobars,Little Nicobar Island,0.624,0.0,0.624,394.574,-9999.0,355.117,0.176
AN,Nicobars,Pulo Milo Island,0.042,0.0,0.042,12.084,-9999.0,10.876,0.388
TN,Tiruchirappalli,Navalpattu,425.299,31.5,456.799,2116.143,-9999.0,1904.529,23.985
TS,Nalgonda,Vemulapalle,152.712,2287.57,2440.282,3774.311,-9999.0,3473.639,70.251
AN,Nicobars,Great Nicobar Island,16.686,0.029,16.716,12009.861,-9999.0,10808.875,0.155
AN,Nicobars,Kondul Island,0.0,0.0,0.0,43.63,-9999.0,39.267,0.0
TS,Vikarabad,Vikarabad,69.0,540.0,609.0,1832.665,-9999.0,1649.399,37.0
AN,North & Middle Andaman,Middle Andaman,115.582,0.6,116.182,2386.897,-9999.0,2148.207,5.408
AN,South Andaman,John Lawrence Island,0.0,0.0,0.0,128.218,-9999.0,115.396,0.0
TS,Wanaparthy,Wanaparthy,120.657,967.045,1087.702,1504.191,-9999.0,1353.772,80.346
AN,North & Middle Andaman,Long Island,2.14,0.0,2.14,770.959,-9999.0,693.863,0.308
TS,Warangal Rural,Wardhannapet,151.0,3893.0,4044.0,4350.0,-9999.0,3915.0,103.295
AN,South Andaman,North Sentinnel Island,0.03,0.0,0.03,115.37,-9999.0,103.833,0.029
AN,North & Middle Andaman,East Island,0.034,0.0,0.034,116.77,-9999.0,105.093,0.032
TS,Yadadri Bhuvanagiri,Yadagirigutta,167.642,1243.967,1411.61,2469.297,-9999.0,2222.367,63.518
TS,Vikarabad,Yelal,114.0,1342.0,1456.0,2569.71,-9999.0,2312.739,63.0
LD,Lakshadweep,Kalpeni,16.2,-9999.0,16.2,90.7,-9999.0,29.671,54.599
TS,Kamareddy,Yellareddy,142.0,1539.725,1681.725,3744.764,-9999.0,3480.466,48.319
TS,Sangareddy,Zahirabad,96.912,1963.876,2060.788,3192.807,-9999.0,2873.526,71.716
TS,Kamareddy,Bichkunda,145.0,1605.707,1750.707,3055.728,-9999.0,2870.13,57.866
TS,Kamareddy,Pitlam,47.623,2124.45,2172.073,3106.733,-9999.0,2951.397,73.595
TN,Nagapattinam,Thirukannapuram,51.489,492.15,543.639,3742.082,-9999.0,3367.874,16.142
TS,Warangal Urban,Dharmasagar,151.0,2512.0,2663.0,3625.0,-9999.0,3262.0,81.637
TS,Medak,Tupran,21.6,1558.439,1580.039,2467.583,-9999.0,2331.597,67.766
TS,Siddipet,Doultabad,65.232,2226.841,2292.073,3501.666,-9999.0,3186.578,71.929
TS,Medak,Chegunta,42.624,2424.444,2467.068,3171.546,-9999.0,2854.392,86.431
DL,Central Delhi,Kotwali,45.49,52.84,98.33,115.22,-9999.0,103.7,94.82
DL,Central Delhi,Pahar Ganj,74.02,0.0,74.02,92.59,-9999.0,83.33,88.83
RJ,Bharatpur,Pahari,647.15,4039.2,4686.35,5323.07,-9999.0,4790.76,97.82
TS,Vikarabad,Bantwaram,104.0,712.0,816.0,1404.411,-9999.0,1265.302,65.0
TS,Khammam,Wyra,114.047,168.52,282.567,1563.93,-9999.0,1438.608,19.642
TS,Nagarkurnool,Amrabad,289.728,634.262,923.99,10440.048,-9999.0,9396.044,9.834
GJ,Ahmedabad,Ahmedabad City & Das,5452.0,15192.0,20644.0,23519.779,-9999.0,22343.79,92.393
GJ,Valsad,Kaprada,371.0,1349.5,1720.5,8168.488,-9999.0,7760.064,22.171
TS,Wanaparthy,Pebbair,133.623,1458.822,1592.445,10454.366,-9999.0,9408.93,16.925
TS,Nagarkurnool,Veldanda,383.04,1284.345,1667.385,3276.342,-9999.0,2948.708,56.546
RJ,Ajmer,Bhinay,405.33,4613.52,5018.85,4931.81,-9999.0,4438.63,113.07
RJ,Ajmer,Kekri,498.05,8403.24,8901.29,5545.47,-9999.0,5157.18,172.6
RJ,Ajmer,Masooda,376.21,3396.72,3772.93,3582.87,-9999.0,3224.58,117.01
RJ,Ajmer,Peesangan,942.26,10636.95,11579.21,6135.54,-9999.0,5552.7,208.53
RJ,Bhilwara,Hurda,301.24,2792.22,3093.46,2627.49,-9999.0,2364.74,130.816
RJ,Bhilwara,Jahazpur,395.69,7354.5,7750.19,5448.17,-9999.0,4903.35,158.059
RJ,Bhilwara,Mandal,453.61,6109.74,6563.35,5210.07,-9999.0,4689.07,139.971
RJ,Bhilwara,Raipur,191.17,3160.56,3351.73,2162.04,-9999.0,1945.84,172.251
RJ,Bhilwara,Sahara,265.79,2773.29,3039.08,2244.27,-9999.0,2028.65,149.808
RJ,Bhilwara,Shahpura,287.96,7260.39,7548.35,5963.12,-9999.0,5441.74,138.712
RJ,Tonk,Todaraisingh,564.29,3464.34,4028.63,5384.7,-9999.0,5075.78,79.37
RJ,Tonk,Tonk,1719.88,7069.91,8789.79,11401.47,-9999.0,10261.33,85.66
RJ,Tonk,Uniara,1462.47,6590.51,8052.98,8519.38,-9999.0,7746.21,103.96
RJ,Bharatpur,Deeg,482.31,3627.72,4110.03,4666.3,-9999.0,4199.67,97.87
GJ,Dadara & Nagar Havelli,null,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
RJ,Bharatpur,Kaman,570.02,5980.59,6550.61,7191.68,-9999.0,6472.51,101.21
RJ,Bharatpur,Kumher,505.74,1315.56,1821.3,1819.41,-9999.0,1637.47,111.23
DL,New Delhi,Parliament Street,88.47,21.36,109.83,140.58,-9999.0,126.52,86.81
RJ,Bharatpur,Nadbai,517.28,6568.2,7085.48,4387.3,-9999.0,3948.57,179.44
RJ,Bharatpur,Rupbas,590.02,6816.78,7406.8,7339.22,-9999.0,6669.56,111.05
DL,New Delhi,Connaught Place,198.78,20.83,219.61,200.0,-9999.0,180.0,122.01
DL,New Delhi,Chanakya Puri,153.39,250.41,403.8,409.38,-9999.0,368.44,109.6
RJ,Bharatpur,Weir,1114.02,6952.98,8067.0,6152.0,-9999.0,5572.35,144.77
DL,East Delhi,Gandhi Nagar,150.72,96.04,246.76,382.66,-9999.0,344.39,71.65
GA,South Goa,Quepem,177.392,46.44,223.832,2008.278,-9999.0,1204.967,18.576
RJ,Dhaulpur,Bari,790.08,5550.83,6340.91,7449.54,-9999.0,6935.68,91.42
RJ,Dhaulpur,Baseri,656.41,6654.61,7311.02,8245.05,-9999.0,7687.51,95.1
TN,Tiruvannamalai,Vinnamangalam,1.606,1086.5,1088.106,1478.321,-9999.0,1330.489,81.782
RJ,Dhaulpur,Dhaulpur,784.68,11816.73,12601.41,7753.35,-9999.0,7056.49,178.58
RJ,Dhaulpur,Rajakhera,683.35,6930.0,7613.35,6502.62,-9999.0,5852.36,130.09
GA,North Goa,Pernem,172.516,557.28,729.796,3292.144,-9999.0,1975.287,36.946
RJ,Karauli,Hindaun,970.43,11824.97,12795.4,6421.56,-9999.0,5804.92,220.42
RJ,Karauli,Karauli,964.61,8587.11,9551.72,9448.07,-9999.0,8503.27,112.33
TN,Vellore,Thenvellore,140.56,0.8,141.36,67.107,-9999.0,60.396,234.054
RJ,Karauli,Nadoti,557.6,2333.57,2891.17,3918.43,-9999.0,3545.78,81.54
RJ,Karauli,Todabhim,1717.53,9698.22,11415.75,5100.97,-9999.0,4590.87,248.66
RJ,Sawai Madhopur,Bamanwas,837.2,6995.55,7832.75,7809.2,-9999.0,7402.86,105.81
RJ,Sawai Madhopur,Bonli,1488.36,5572.98,7061.34,7229.09,-9999.0,6563.22,107.59
RJ,Sawai Madhopur,Gangapur,2044.61,8843.76,10888.37,6908.0,-9999.0,6217.2,175.13
RJ,Sawai Madhopur,Khandar,1225.87,7419.16,8645.03,8935.83,-9999.0,8381.6,103.14
RJ,Sawai Madhopur,Sawai Madhopur,2582.22,9932.76,12514.98,10356.01,-9999.0,9320.41,134.27
RJ,Ganganagar,Ganganagar,105.0,6510.75,6615.75,11849.42,-9999.0,10664.48,62.04
RJ,Ganganagar,Ghadsana,14.0,376.5,390.5,1863.45,-9999.0,1677.1,23.28
RJ,Ganganagar,Padampur,75.6,2670.0,2745.6,5266.67,-9999.0,4740.0,57.92
RJ,Ganganagar,Raisinghnagar,46.2,818.4,864.6,2206.82,-9999.0,1986.14,43.53
RJ,Ganganagar,Sadulshahar,0.0,660.0,660.0,2118.74,-9999.0,1906.87,34.61
RJ,Ganganagar,Suratgarh,220.5,1408.5,1629.0,2575.52,-9999.0,2317.96,70.28
RJ,Hanumangarh,Bhadra,218.75,1024.8,1243.55,1795.15,-9999.0,1615.63,76.97
RJ,Hanumangarh,Pilibanga,192.5,4050.46,4242.96,5367.84,-9999.0,4831.06,87.83
RJ,Hanumangarh,Sangariya,71.4,2056.02,2127.42,2734.8,-9999.0,2461.32,86.43
RJ,Alwar,Bansur,682.55,16473.0,17155.55,11750.48,-9999.0,10575.43,162.22
RJ,Alwar,Behror,936.37,8481.78,9418.15,3374.27,-9999.0,3205.55,293.81
RJ,Alwar,Kishangarh Bas,913.31,8569.2,9482.51,6429.25,-9999.0,5810.02,163.21
RJ,Alwar,Laxmangarh,315.14,9031.22,9346.36,5500.71,-9999.0,4950.64,188.79
RJ,Alwar,Mandawar,758.21,15159.6,15917.81,9468.57,-9999.0,8521.71,186.79
RJ,Alwar,Reni,352.99,4202.01,4555.0,2167.3,-9999.0,1993.24,228.52
RJ,Alwar,Thanagazi,646.42,6004.2,6650.62,6964.76,-9999.0,6517.71,102.04
RJ,Alwar,Tijara,948.2,13603.5,14551.7,10644.01,-9999.0,9579.61,151.9
RJ,Alwar,Umren,4068.48,15835.2,19903.68,12758.38,-9999.0,11532.88,172.58
RJ,Dausa,Bandikui,406.93,7233.47,7640.4,3869.8,-9999.0,3482.83,219.37
RJ,Dausa,Dausa,929.9,7063.14,7993.04,7599.15,-9999.0,6839.24,116.87
RJ,Dausa,Sikrai,427.34,7921.68,8349.02,6240.22,-9999.0,5631.59,148.25
RJ,Jaipur,Chaksu,629.81,8208.62,8838.43,5828.65,-9999.0,5245.79,168.49
RJ,Jaipur,Dudu,2062.67,7540.26,9602.93,9127.54,-9999.0,8214.79,116.9
RJ,Jaipur,Govindgarh,1404.33,12148.73,13553.06,5596.91,-9999.0,5037.22,269.06
RJ,Jaipur,Shahpura,914.57,6664.88,7579.45,3216.02,-9999.0,2894.42,261.86
RJ,Jhunjhunun,Buhana,1310.06,4557.82,5867.88,3591.0,-9999.0,3231.9,181.56
RJ,Jhunjhunun,Chirawa,1149.82,5347.2,6497.02,2538.19,-9999.0,2284.37,284.41
RJ,Jhunjhunun,Jhunjhunu,1559.0,5651.82,7210.82,3316.82,-9999.0,2985.14,241.56
RJ,Jhunjhunun,Khetri,831.78,4429.53,5261.31,3077.54,-9999.0,2859.8,183.97
RJ,Jalore,Raniwara,489.96,11444.79,11934.75,5653.41,-9999.0,5088.06,234.564
RJ,Jalore,Sanchore,738.96,12064.67,12803.63,7065.29,-9999.0,6384.63,200.538
RJ,Jalore,Sayla,787.68,20034.0,20821.68,7111.4,-9999.0,6552.87,317.75
RJ,Jodhpur,Balesar,1040.0,5066.94,6106.94,2449.39,-9999.0,2204.45,277.03
RJ,Jodhpur,Bawari,2260.8,12194.6,14455.4,3160.27,-9999.0,2844.25,508.231
RJ,Jodhpur,Mandor,272.56,3982.72,4255.28,2960.62,-9999.0,2664.56,159.7
RJ,Jodhpur,Osian,3313.6,17422.98,20736.58,6016.42,-9999.0,5414.78,382.96
RJ,Jodhpur,Phalodi,2014.4,9381.6,11396.0,5968.58,-9999.0,5371.72,212.15
RJ,Jodhpur,Shergarh,1341.0,5061.9,6402.9,3599.01,-9999.0,3256.74,196.6
RJ,Pali,Bali,285.26,3995.64,4280.9,4706.45,-9999.0,4235.81,101.06
RJ,Pali,Desuri,337.96,2793.84,3131.8,3040.05,-9999.0,2736.05,114.46
RJ,Pali,Jaitaran,1019.66,5997.36,7017.02,6023.16,-9999.0,5448.89,128.78
RJ,Pali,Marwar Junction,639.5,4655.96,5295.46,3776.77,-9999.0,3399.09,155.79
RJ,Pali,Rani Station,247.42,3022.58,3270.0,3044.48,-9999.0,2740.03,119.34
RJ,Pali,Rohat,6.92,337.4,344.32,480.98,-9999.0,432.88,79.54
RJ,Pali,Sojat,347.21,3538.98,3886.19,3523.91,-9999.0,3193.01,121.71
RJ,Pali,Sumerpur,296.74,4074.79,4371.53,4961.59,-9999.0,4465.43,97.9
RJ,Sirohi,Abu Road,216.96,2383.2,2600.16,2810.58,-9999.0,2624.45,99.07
RJ,Sirohi,Pindwara,176.0,5587.14,5763.14,6432.51,-9999.0,5810.72,99.18
RJ,Sirohi,Reodar,243.2,8868.48,9111.68,6991.04,-9999.0,6363.45,143.19
RJ,Sirohi,Sheoganj,209.92,7065.24,7275.16,6660.71,-9999.0,5994.63,121.36
RJ,Sirohi,Sirohi,262.4,6746.61,7009.01,7472.26,-9999.0,6725.04,104.22
RJ,Baran,Antah,1087.02,8106.19,9193.21,11530.47,-9999.0,10377.42,88.59
RJ,Baran,Atru,805.32,8319.84,9125.16,6822.45,-9999.0,6140.2,148.61
RJ,Banswara,Anandpuri,169.07,762.9,931.97,1651.17,-9999.0,1403.49,66.404
RJ,Banswara,Bagidora,270.98,1709.79,1980.77,3801.77,-9999.0,3231.51,61.295
RJ,Banswara,Chhotisarvan,115.19,599.52,714.71,2326.23,-9999.0,1977.3,36.146
RJ,Banswara,Garhi,383.69,1384.89,1768.58,5051.14,-9999.0,4293.47,41.192
RJ,Banswara,Ghatol,303.86,1325.1,1628.96,5384.36,-9999.0,4576.71,35.592
RJ,Rajsamand,Railmagra,194.58,1550.57,1745.15,1602.77,-9999.0,1442.49,120.981
RJ,Udaipur,Bargaon,222.76,1107.54,1330.3,1290.14,-9999.0,1161.13,114.569
RJ,Udaipur,Bhindar,308.21,3579.84,3888.05,3842.35,-9999.0,3458.11,112.433
RJ,Udaipur,Girwa,751.98,3177.18,3929.16,4593.81,-9999.0,4134.42,95.035
RJ,Udaipur,Gogunda,149.98,2262.06,2412.04,2790.45,-9999.0,2511.4,96.044
RJ,Udaipur,Jhadol,209.69,1829.46,2039.15,2314.44,-9999.0,2108.28,96.721
RJ,Udaipur,Kherwara,328.06,1985.04,2313.1,2935.92,-9999.0,2495.53,92.69
RJ,Udaipur,Kotra,145.79,1503.84,1649.63,2248.03,-9999.0,2023.23,81.534
RJ,Udaipur,Lasadiya,105.53,898.2,1003.73,1134.18,-9999.0,1020.76,98.332
RJ,Nagaur,Kuchaman City,2119.2,15946.23,18065.43,6985.14,-9999.0,6364.77,283.83
RJ,Ajmer,Jawaja,654.28,2287.32,2941.6,2184.94,-9999.0,1966.44,149.59
RJ,Ajmer,Srinagar,993.64,3306.42,4300.06,3535.52,-9999.0,3214.85,133.76
RJ,Bhilwara,Asind,308.99,5017.8,5326.79,3733.1,-9999.0,3359.79,158.545
RJ,Bhilwara,Banera,271.55,3263.76,3535.31,3525.96,-9999.0,3182.62,111.082
RJ,Bhilwara,Kotri,353.4,4857.6,5211.0,5067.35,-9999.0,4634.98,112.428
RJ,Hanumangarh,Tibi,122.5,2581.22,2703.72,3417.99,-9999.0,3076.19,87.89
RJ,Alwar,Kathumar,517.72,7831.8,8349.52,4298.83,-9999.0,3868.95,215.81
RJ,Alwar,Kotkasim,613.42,9521.4,10134.82,6294.3,-9999.0,5664.87,178.91
RJ,Jaipur,Amber,5021.45,14434.45,19455.9,8291.15,-9999.0,7462.04,260.73
RJ,Barmer,Baytoo,1031.4,374.08,1405.48,688.09,-9999.0,619.28,226.95
RJ,Jodhpur,Luni,109.8,1234.0,1343.8,2452.71,-9999.0,2241.03,59.96
RJ,Chittaurgarh,Begun,121.02,5732.4,5853.42,4352.5,-9999.0,3917.24,149.427
RJ,Chittaurgarh,Chittaurgarh,524.28,7588.44,8112.72,6305.28,-9999.0,5674.74,142.962
RJ,Dungarpur,Aspur,144.73,1494.3,1639.03,3448.07,-9999.0,3226.45,50.8
RJ,Pratapgarh,Peepalkhoont,77.66,1524.42,1602.08,2570.37,-9999.0,2441.85,65.609
RJ,Rajsamand,Rajsamand,316.14,1420.47,1736.61,1799.14,-9999.0,1619.21,107.25
RJ,Udaipur,Mavli,349.74,3132.08,3481.82,2800.0,-9999.0,2619.79,132.905
RJ,Udaipur,Salumbar,308.51,2571.15,2879.66,4573.53,-9999.0,3990.84,72.157
RJ,Udaipur,Sarada,249.59,2096.94,2346.53,3579.7,-9999.0,2837.31,82.703
RJ,Alwar,Neemrana,699.74,6798.3,7498.04,4842.44,-9999.0,4358.2,172.04
UP,Agra,Achhnera,514.675,8657.23,9171.905,9511.87,-9999.0,8560.683,107.14
AN,North & Middle Andaman,Narcondam Island,0.034,0.0,0.034,137.758,-9999.0,123.982,0.028
AN,North & Middle Andaman,Strait Island,0.08,0.0,0.08,140.62,-9999.0,126.558,0.063
AN,North & Middle Andaman,Aves Island,0.004,0.0,0.004,2.035,-9999.0,1.832,0.219
AN,North & Middle Andaman,Smith Island,1.245,0.0,1.245,113.335,-9999.0,102.002,1.22
AN,North & Middle Andaman,Stewart Island,0.004,0.0,0.004,46.174,-9999.0,41.556,0.01
AN,North & Middle Andaman,Baratang Island,11.792,0.0,11.792,5736.836,-9999.0,5163.153,0.228
AN,South Andaman,South Andaman,0.0,13.296,13.296,1689.004,-9999.0,1520.103,0.875
AN,South Andaman,Havelock Island,13.095,0.001,13.096,487.89,-9999.0,439.101,2.982
AN,South Andaman,Flatbay Island,0.01,0.0,0.01,41.993,-9999.0,37.793,0.027
AN,South Andaman,Little Andaman,39.034,0.232,39.266,3351.916,-9999.0,3016.724,1.302
AN,Nicobars,Car Nicobar Island,36.998,0.198,37.197,4897.933,-9999.0,4408.14,0.844
AN,Nicobars,Tillangchang Island,0.078,0.0,0.078,491.119,-9999.0,442.007,0.018
AN,Nicobars,Teressa Island,4.011,0.186,4.197,141.955,-9999.0,127.76,3.285
AN,Nicobars,Bampooka Island,0.0,0.0,0.0,193.09,-9999.0,173.781,0.0
LD,Lakshadweep,Agatti,28.0,-9999.0,28.0,107.8,-9999.0,35.4,79.096
LD,Lakshadweep,Kavaratti,41.8,-9999.0,41.8,144.4,-9999.0,48.4,86.364
LD,Lakshadweep,Kiltan,14.6,-9999.0,14.6,64.8,-9999.0,21.7,67.281
LD,Lakshadweep,Androth,41.2,-9999.0,41.2,192.5,-9999.0,62.3,66.132
AR,West Kameng,Dirang,0.0,0.0,0.0,1750.52,-9999.0,1575.52,0.0
AR,East Kameng,Lada,2.5,15.0,17.5,16394.0,-9999.0,14755.0,0.119
AR,Lower Subansiri,Raga,0.0,5.0,5.0,2564.1,-9999.0,2308.1,0.217
AR,Upper Subansiri,Taksing,0.0,0.0,0.0,333.1,-9999.0,300.1,0.0
TN,Tirunelveli,Melasaval,15.264,519.4,534.664,2398.414,-9999.0,2158.573,24.769
AR,West Siang,Mechuka,25.0,0.0,25.0,6223.06,-9999.0,5601.06,0.446
HP,Sirmaur,Paonta Valley,598.35,288.79,887.14,6546.6,-9999.0,6219.27,14.26
AR,East Siang,Koyu,179.0,70.6,249.6,75273.17,-9999.0,67746.17,0.368
AR,Lohit,Tezu,252.8,5.3,258.1,195197.0,-9999.0,175677.0,0.147
AR,Lower Dibang Valley,Hunli-Kronli,48.0,33.5,81.5,95353.0,-9999.0,85818.0,0.095
TN,Pudukkottai,Neerpalani,54.223,1711.45,1765.673,3171.196,-9999.0,2854.077,61.865
AR,Papum Pare,Sagalee,83.9,57.5,141.4,13257.74,-9999.0,11932.04,1.185
AR,Tirap,Kanubari-Banfera,17.8,2.8,20.6,9252.17,-9999.0,8327.17,0.247
MP,Mandla,Niwas,160.63,575.1,735.73,4044.9,-9999.0,3842.66,19.15
AR,Changlang,Khagam(Miao),98.7,25.5,124.2,27712.57,-9999.0,24941.57,0.498
PB,Ludhiana,Sudhar,342.272,13973.564,14315.836,10929.852,-9999.0,9836.867,145.532
JK,Samba,Samba,5115.0,900.0,6015.0,24061.18,-9999.0,20865.11,28.83
TN,Namakkal,Mullukurichi,41.316,1800.7,1842.016,1223.027,-9999.0,1100.725,167.346
TN,Tiruvannamalai,Vadathandalam,50.229,1971.9,2022.129,2360.684,-9999.0,2124.615,95.176
TN,Cuddalore,Umangalam,2761.008,836.25,3597.258,3909.487,-9999.0,3518.539,102.237
TN,Cuddalore,Panruti,1092.468,3489.9,4582.368,5805.261,-9999.0,5224.735,87.705
TN,Viluppuram,Valavanur,125.006,2143.7,2268.706,3987.495,-9999.0,3588.745,63.217
KL,Kozhikode,Kozhikode,2121.71,368.8,2490.51,3168.0,-9999.0,2851.2,87.35
WB,Purulia,Barabazar,268.024,101.6,369.624,6015.561,-9999.0,5414.001,6.83
TN,Thiruvallur,Madhavaram,106.949,109.8,216.749,291.076,-9999.0,261.969,82.738
TN,Salem,Palamalai,10.649,325.2,335.849,258.831,-9999.0,232.948,144.173
TN,Coimbatore,Mettupalayam,169.947,2076.055,2246.002,2979.877,-9999.0,2681.89,83.747
TN,Cuddalore,Nallur,128.818,996.3,1125.118,2796.574,-9999.0,2516.916,44.702
TN,Dindigul,Dindigul South,109.727,1100.5,1210.227,1464.296,-9999.0,1317.866,91.832
KL,Pathanamthitta,Mallappally,578.81,318.82,897.63,2481.07,-9999.0,2690.17,33.37
KL,Pathanamthitta,Parakode,1089.3,859.52,1948.82,3524.09,-9999.0,6256.81,31.15
GJ,Junagadh,Mendarda,199.0,5242.6,5441.6,9104.029,-9999.0,8648.827,62.917
TN,Coimbatore,Valparai,121.472,0.0,121.472,4490.653,-9999.0,4041.588,3.006
DL,Central Delhi,Sadar Bazar,46.09,0.0,46.09,63.92,-9999.0,60.72,75.91
PY,Puducherry,Puducherry,2393.13,11875.0,14268.13,12162.22,-9999.0,10945.998,130.0
TN,Tiruchirappalli,Trichy South,132.923,7.0,139.923,573.105,-9999.0,515.794,27.128
JH,Saraikela Kharsawan,Chandil,437.672,129.375,567.047,1542.29,-9999.0,1388.061,40.85
WB,Purulia,Balarampur,215.44,44.4,259.84,3612.652,-9999.0,3251.382,7.99
TN,Thanjavur,Ramapuram,45.354,1489.65,1535.004,1070.798,-9999.0,963.719,159.279
TN,Thanjavur,Saliyamangalam,62.017,720.9,782.917,1740.576,-9999.0,1566.519,49.978
RJ,Alwar,Ramgarh,695.47,9262.2,9957.67,5777.06,-9999.0,5488.21,181.44
RJ,Alwar,Rajgarh,516.58,5432.01,5948.59,3668.84,-9999.0,3436.84,173.08
RJ,Banswara,Talwara,372.9,1989.51,2362.41,5820.4,-9999.0,4947.34,47.751
TN,Tiruchirappalli,Manapparai,74.242,1597.15,1671.392,2002.166,-9999.0,1801.949,92.755
TN,Tiruchirappalli,Thumbalam,44.781,1778.9,1823.681,1477.216,-9999.0,1329.495,137.171
PY,Yanam,Yanam,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,West Godavari,Akiveedu,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Sirmaur,Paonta Sahib,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,East Godavari,Allavaram,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Bantumilli,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,East Godavari,Nellipaka,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Sirmaur,Kamrau,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,West Godavari,Bheemavaram,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Sirmaur,Shalai,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,West Godavari,Ganapavaram,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Gudlavalleru,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Sirmaur,Renuka,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Guduru,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Sirmaur,Nohra,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,East Godavari,I Polavaram,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,East Godavari,Kajuluru,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Kaikalur,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Kalidindi,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Solan,Nalagarh,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,West Godavari,Kalla,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Prakasam,Karamchedu,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,East Godavari,Karapa,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Koduru,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,East Godavari,Katrenikona,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Solan,Krishangarrh,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Kruthivennu,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Solan,Kasauli,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Solan,Solan,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Machilipatnam,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,East Godavari,Malikipuram,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,East Godavari,Mamidikuduru,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Mandavalli,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Solan,Ramshahr,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,West Godavari,Mogalthur,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Solan,Kandaghat,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Hamirpur,Nadaun,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Mudinapalle,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Hamirpur,Barsar,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Hamirpur,Bhoranj,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Hamirpur,Hamirpur,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
AP,Krishna,Nagayalanka,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
HP,Bilaspur,Naina Devi,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
